date,game,type,label,conf,tier,reasoning
2026-04-21,Los Angeles Dodgers @ San Francisco Giants,TOTAL,OVER 8.1,0.6157,LEAN,Model projects 8.9 runs vs 8.1 line (0.8 run edge) | Pitcher-friendly park (factor 95.0)
2026-04-21,Los Angeles Dodgers @ San Francisco Giants,ML,Los Angeles Dodgers ML,0.6085,LEAN,Recent: Los Angeles Dodgers 6.0 RPG (71% W) | San Francisco Giants 4.0 RPG (50% W) | Pitcher park (95.0)
2026-04-21,Houston Astros @ Cleveland Guardians,RL,Cleveland Guardians -1.5,0.6074,LEAN,ML conf 78% | Projected margin 1.9 runs
2026-04-21,Baltimore Orioles @ Kansas City Royals,ML,Baltimore Orioles ML,0.6029,LEAN,Recent: Baltimore Orioles 4.8 RPG (38% W) | Kansas City Royals 3.1 RPG (0% W) | 💰 DRIFT: Sharp $ on Baltimore Orioles (WITH model) | Line: Baltimore Orioles +106 | Kansas City Royals -124
2026-04-21,Athletics @ Seattle Mariners,ML,Seattle Mariners ML,0.5978,LEAN,Recent: Athletics 4.2 RPG (50% W) | Seattle Mariners 3.9 RPG (38% W)
2026-04-21,Philadelphia Phillies @ Chicago Cubs,RL,Chicago Cubs -1.5,0.5953,LEAN,ML conf 77% | Projected margin 2.3 runs | Chicago Cubs 86% W last 10
2026-04-21,Minnesota Twins @ New York Mets,ML,New York Mets ML,0.5806,LEAN,Away SP TBD vs Nolan Mclean ERA 1.55 [HOT] | Recent: Minnesota Twins 5.5 RPG (33% W) | New York Mets 1.7 RPG (0% W) | 💰 STEAM: Sharp $ on Minnesota Twins (AGAINST model) | Line: Minnesota Twins +137 | New York Mets -161
2026-04-21,San Diego Padres @ Colorado Rockies,ML,San Diego Padres ML,0.5755,LEAN,Randy Vásquez ERA 4.03 [NEUTRAL] (home SP TBD) | Recent: San Diego Padres 3.7 RPG (83% W) | Colorado Rockies 3.9 RPG (43% W) | Hitter park (117.0)
2026-04-21,St. Louis Cardinals @ Miami Marlins,ML,Miami Marlins ML,0.5716,LEAN,Dustin May ERA 5.45 [NEUTRAL] vs Chris Paddack ERA 5.18 [NEUTRAL] | Recent: St. Louis Cardinals 5.7 RPG (71% W) | Miami Marlins 5.0 RPG (43% W) | 💰 STEAM: Sharp $ on Miami Marlins (WITH model) | Line: St. Louis Cardinals -22 | Miami Marlins -116 | Pitcher park (96.0)
2026-04-21,Cincinnati Reds @ Tampa Bay Rays,TOTAL,OVER 8.0,0.5714,LEAN,Model projects 8.5 runs vs 8.0 line (0.5 run edge) | Pitcher-friendly park (factor 96.0)
2026-04-21,New York Yankees @ Boston Red Sox,ML,New York Yankees ML,0.5623,LEAN,Recent: New York Yankees 6.4 RPG (71% W) | Boston Red Sox 3.9 RPG (43% W) | 💰 STEAM: Sharp $ on Boston Red Sox (AGAINST model) | Line: New York Yankees +105 | Boston Red Sox -124
