date,game,type,label,conf,tier,reasoning
2026-04-24,New York Yankees @ Houston Astros,ML,New York Yankees ML,0.839,LOCK,Will Warren ERA 4.76 [HOT] vs Lance Mccullers Jr. ERA 8.05 [COLD] | Recent: New York Yankees 5.7 RPG (80% W) | Houston Astros 4.3 RPG (44% W)
2026-04-24,New York Yankees @ Houston Astros,TOTAL,OVER 8.5,0.73,LOCK,Model projects 13.1 runs vs 8.5 line (4.6 run edge) | Weak pitching matchup (avg ERA 6.40)
2026-04-24,Detroit Tigers @ Cincinnati Reds,TOTAL,OVER 8.0,0.7286,LOCK,Model projects 9.7 runs vs 8.0 line (1.7 run edge) | Hitter-friendly park (factor 108.0) | Elite pitching matchup (avg ERA 3.46)
2026-04-24,Chicago Cubs @ Los Angeles Dodgers,TOTAL,OVER 8.5,0.7014,LOCK,Model projects 10.0 runs vs 8.5 line (1.5 run edge)
2026-04-24,Colorado Rockies @ New York Mets,ML,New York Mets ML,0.7003,LOCK,Away SP TBD vs Freddy Peralta ERA 2.42 [NEUTRAL] | Recent: Colorado Rockies 5.1 RPG (40% W) | New York Mets 3.7 RPG (33% W) | Line: Colorado Rockies +189 | New York Mets -226
2026-04-24,Philadelphia Phillies @ Atlanta Braves,ML,Atlanta Braves ML,0.6937,LOCK,Away SP TBD vs Grant Holmes ERA 3.67 [NEUTRAL] | Recent: Philadelphia Phillies 3.9 RPG (10% W) | Atlanta Braves 6.3 RPG (90% W) | Line: Philadelphia Phillies +124 | Atlanta Braves -146
2026-04-24,Pittsburgh Pirates @ Milwaukee Brewers,ML,Milwaukee Brewers ML,0.6821,LOCK,Away SP TBD vs Brandon Woodruff ERA 3.25 [HOT] | Recent: Pittsburgh Pirates 5.7 RPG (50% W) | Milwaukee Brewers 4.0 RPG (44% W) | Line: Pittsburgh Pirates -134 | Milwaukee Brewers +114
2026-04-24,New York Yankees @ Houston Astros,RL,New York Yankees -1.5,0.6752,STRONG,ML conf 84% | Projected margin 5.7 runs | New York Yankees 80% W last 10
2026-04-24,Cleveland Guardians @ Toronto Blue Jays,ML,Cleveland Guardians ML,0.6738,STRONG,Gavin Williams ERA 3.08 [HOT] vs Max Scherzer ERA 5.04 [NEUTRAL] | Recent: Cleveland Guardians 4.3 RPG (44% W) | Toronto Blue Jays 4.2 RPG (38% W) | Line: Cleveland Guardians -128 | Toronto Blue Jays +109
2026-04-24,Los Angeles Angels @ Kansas City Royals,ML,Los Angeles Angels ML,0.6575,STRONG,Yusei Kikuchi ERA 4.30 [NEUTRAL] vs Noah Cameron ERA 2.97 [COLD] | Recent: Los Angeles Angels 5.7 RPG (44% W) | Kansas City Royals 3.5 RPG (0% W) | Line: Los Angeles Angels -104 | Kansas City Royals -113
2026-04-24,Cleveland Guardians @ Toronto Blue Jays,TOTAL,OVER 8.0,0.6557,STRONG,Model projects 9.1 runs vs 8.0 line (1.1 run edge)
2026-04-24,Athletics @ Texas Rangers,TOTAL,OVER 8.8,0.6357,STRONG,Model projects 9.8 runs vs 8.8 line (1.0 run edge)
2026-04-24,Seattle Mariners @ St. Louis Cardinals,TOTAL,OVER 8.3,0.63,STRONG,Model projects 9.2 runs vs 8.3 line (0.9 run edge) | Weak pitching matchup (avg ERA 4.97)
2026-04-24,Seattle Mariners @ St. Louis Cardinals,ML,Seattle Mariners ML,0.6268,STRONG,George Kirby ERA 4.50 [NEUTRAL] vs Andre Pallante ERA 5.45 [NEUTRAL] | Recent: Seattle Mariners 4.0 RPG (44% W) | St. Louis Cardinals 5.1 RPG (62% W)
2026-04-24,Athletics @ Texas Rangers,ML,Texas Rangers ML,0.6263,STRONG,Luis Severino ERA 4.08 [COLD] (home SP TBD) | Recent: Athletics 4.2 RPG (44% W) | Texas Rangers 4.9 RPG (50% W)
2026-04-24,Minnesota Twins @ Tampa Bay Rays,ML,Tampa Bay Rays ML,0.6156,LEAN,Away SP TBD vs Drew Rasmussen ERA 2.75 [NEUTRAL] | Recent: Minnesota Twins 5.7 RPG (22% W) | Tampa Bay Rays 5.0 RPG (62% W) | Line: Minnesota Twins +105 | Tampa Bay Rays -124 | Pitcher park (96.0)
2026-04-24,Minnesota Twins @ Tampa Bay Rays,TOTAL,OVER 8.0,0.6143,LEAN,Model projects 8.9 runs vs 8.0 line (0.9 run edge) | Pitcher-friendly park (factor 96.0) | Elite pitching matchup (avg ERA 3.47)
2026-04-24,Pittsburgh Pirates @ Milwaukee Brewers,TOTAL,OVER 7.0,0.6,LEAN,Model projects 7.8 runs vs 7.0 line (0.8 run edge)
2026-04-24,Boston Red Sox @ Baltimore Orioles,ML,Baltimore Orioles ML,0.5885,LEAN,Brayan Bello ERA 3.26 [NEUTRAL] (home SP TBD) | Recent: Boston Red Sox 3.2 RPG (30% W) | Baltimore Orioles 5.1 RPG (44% W) | Line: Boston Red Sox +62 | Baltimore Orioles -120
2026-04-24,Washington Nationals @ Chicago White Sox,TOTAL,OVER 10.0,0.5829,LEAN,Model projects 10.7 runs vs 10.0 line (0.7 run edge) | Weak pitching matchup (avg ERA 4.89)
